agent_id,algo,dm_uuid,dm_type,indicator,decision
2c9e5bbf-7599-45cb-94ed-fae922758104,QL,12f9e19a-7d88-4d2e-9292-83cca8e6aa06,Detective,indicator--1d5f4d6c-21b3-44b6-afde-4006b35ad007,1
2c9e5bbf-7599-45cb-94ed-fae922758104,QL,12f9e19a-7d88-4d2e-9292-83cca8e6aa06,Detective,indicator--c43ac3af-c0ec-4580-b651-a131e5a86f14,1
2c9e5bbf-7599-45cb-94ed-fae922758104,QL,12f9e19a-7d88-4d2e-9292-83cca8e6aa06,Detective,indicator--a0a0035b-005f-410d-830f-915b4661c580,1
2c9e5bbf-7599-45cb-94ed-fae922758104,QL,12f9e19a-7d88-4d2e-9292-83cca8e6aa06,Detective,indicator--003,1
2c9e5bbf-7599-45cb-94ed-fae922758104,QL,12f9e19a-7d88-4d2e-9292-83cca8e6aa06,Detective,indicator--57ab7637-f799-4d8c-a89a-1be53eb3ac06,1
2c9e5bbf-7599-45cb-94ed-fae922758104,QL,12f9e19a-7d88-4d2e-9292-83cca8e6aa06,Detective,indicator--4a43e873-214a-471a-b1a7-e74b87d7337c,1
2c9e5bbf-7599-45cb-94ed-fae922758104,QL,12f9e19a-7d88-4d2e-9292-83cca8e6aa06,Detective,indicator--4796d76f-2768-4098-b3b8-98efa5ea187c,1
2c9e5bbf-7599-45cb-94ed-fae922758104,QL,12f9e19a-7d88-4d2e-9292-83cca8e6aa06,Detective,indicator--7baa3920-fcba-450b-a9e5-10320a8d49b3,1
2c9e5bbf-7599-45cb-94ed-fae922758104,QL,12f9e19a-7d88-4d2e-9292-83cca8e6aa06,Detective,indicator--c346e19d-8b18-43ab-908b-d12a8ad4afd5,1
2c9e5bbf-7599-45cb-94ed-fae922758104,QL,12f9e19a-7d88-4d2e-9292-83cca8e6aa06,Detective,indicator--b7e49506-01e4-464a-ba48-98c74e6c79af,0
2c9e5bbf-7599-45cb-94ed-fae922758104,QL,12f9e19a-7d88-4d2e-9292-83cca8e6aa06,Detective,indicator--350181bc-0ae4-4c61-b844-9fa6445c2c92,1
2c9e5bbf-7599-45cb-94ed-fae922758104,QL,12f9e19a-7d88-4d2e-9292-83cca8e6aa06,Detective,indicator--d3723fc5-c25d-4b5a-8cab-6fffb03613a3,1
2c9e5bbf-7599-45cb-94ed-fae922758104,QL,12f9e19a-7d88-4d2e-9292-83cca8e6aa06,Detective,indicator--b4a85554-555e-455f-bad2-266220718457,1
2c9e5bbf-7599-45cb-94ed-fae922758104,QL,12f9e19a-7d88-4d2e-9292-83cca8e6aa06,Detective,indicator--9dabe68f-0da3-4093-acd7-0188fd3db177,0
2c9e5bbf-7599-45cb-94ed-fae922758104,QL,12f9e19a-7d88-4d2e-9292-83cca8e6aa06,Detective,indicator--7fdc3d5b-0df3-42b9-a1f3-cd2c0bea2bbd,1
2c9e5bbf-7599-45cb-94ed-fae922758104,QL,12f9e19a-7d88-4d2e-9292-83cca8e6aa06,Detective,indicator--e2fa7146-c6d6-47f4-bed0-cfd7a8c94258,1
2c9e5bbf-7599-45cb-94ed-fae922758104,QL,12f9e19a-7d88-4d2e-9292-83cca8e6aa06,Detective,indicator--3dc9ca5b-4af7-4de5-879d-cc8bbb3b8e36,1
2c9e5bbf-7599-45cb-94ed-fae922758104,QL,12f9e19a-7d88-4d2e-9292-83cca8e6aa06,Detective,indicator--caf9eadb-9460-4c62-bfbd-b4c7aad172ee,1
2c9e5bbf-7599-45cb-94ed-fae922758104,QL,12f9e19a-7d88-4d2e-9292-83cca8e6aa06,Detective,indicator--e9167f46-03a6-4a70-bfe2-013d332d954c,0
2c9e5bbf-7599-45cb-94ed-fae922758104,QL,12f9e19a-7d88-4d2e-9292-83cca8e6aa06,Detective,indicator--e87d1627-6e2e-4f77-9bfb-5c4e217de960,1
2c9e5bbf-7599-45cb-94ed-fae922758104,QL,12f9e19a-7d88-4d2e-9292-83cca8e6aa06,Detective,indicator--ca2e8f17-d14f-483a-bf51-dbfd83aa775f,1
2c9e5bbf-7599-45cb-94ed-fae922758104,QL,12f9e19a-7d88-4d2e-9292-83cca8e6aa06,Detective,indicator--bfb07a7e-900d-456d-8006-3d81acc7cda4,1
2c9e5bbf-7599-45cb-94ed-fae922758104,QL,12f9e19a-7d88-4d2e-9292-83cca8e6aa06,Detective,indicator--1f11cfdc-3d45-4354-939e-584bec138d97,1
2c9e5bbf-7599-45cb-94ed-fae922758104,QL,12f9e19a-7d88-4d2e-9292-83cca8e6aa06,Detective,indicator--08e10236-5e93-4f40-876f-cfa9d219497f,0
2c9e5bbf-7599-45cb-94ed-fae922758104,QL,12f9e19a-7d88-4d2e-9292-83cca8e6aa06,Detective,indicator--6f48b3e8-ce98-48a8-8ad9-6e4560ffed40,0
2c9e5bbf-7599-45cb-94ed-fae922758104,QL,12f9e19a-7d88-4d2e-9292-83cca8e6aa06,Detective,indicator--b4c0b4ee-a269-41d4-8cf0-1d892e4e30c1,1
