agent_id,algo,dm_uuid,dm_type,episode,goal,cumulative_goal
48e17d78-a9a2-4ffe-9df5-2c5319fb9bb0,DAC,4bafe7e6-003b-4f5f-9ffe-be9817d67bb3,Detective,0,867036.0,867036.0
48e17d78-a9a2-4ffe-9df5-2c5319fb9bb0,DAC,4bafe7e6-003b-4f5f-9ffe-be9817d67bb3,Detective,1,1642692.0,2509728.0
48e17d78-a9a2-4ffe-9df5-2c5319fb9bb0,DAC,4bafe7e6-003b-4f5f-9ffe-be9817d67bb3,Detective,2,2418348.0,4928076.0
48e17d78-a9a2-4ffe-9df5-2c5319fb9bb0,DAC,4bafe7e6-003b-4f5f-9ffe-be9817d67bb3,Detective,3,3194004.0,8122080.0
48e17d78-a9a2-4ffe-9df5-2c5319fb9bb0,DAC,4bafe7e6-003b-4f5f-9ffe-be9817d67bb3,Detective,4,3969660.0,12091740.0
48e17d78-a9a2-4ffe-9df5-2c5319fb9bb0,DAC,4bafe7e6-003b-4f5f-9ffe-be9817d67bb3,Detective,5,4745316.0,16837056.0
48e17d78-a9a2-4ffe-9df5-2c5319fb9bb0,DAC,4bafe7e6-003b-4f5f-9ffe-be9817d67bb3,Detective,6,4092132.0,20929188.0
48e17d78-a9a2-4ffe-9df5-2c5319fb9bb0,DAC,4bafe7e6-003b-4f5f-9ffe-be9817d67bb3,Detective,7,2867412.0,23796600.0
48e17d78-a9a2-4ffe-9df5-2c5319fb9bb0,DAC,4bafe7e6-003b-4f5f-9ffe-be9817d67bb3,Detective,8,1642692.0,25439292.0
48e17d78-a9a2-4ffe-9df5-2c5319fb9bb0,DAC,4bafe7e6-003b-4f5f-9ffe-be9817d67bb3,Detective,9,418032.0,25857324.0
48e17d78-a9a2-4ffe-9df5-2c5319fb9bb0,DAC,cb17dc8e-2241-4aec-81c3-8eee1554ad89,Responsive,0,867036.0,867036.0
48e17d78-a9a2-4ffe-9df5-2c5319fb9bb0,DAC,cb17dc8e-2241-4aec-81c3-8eee1554ad89,Responsive,1,1642692.0,2509728.0
48e17d78-a9a2-4ffe-9df5-2c5319fb9bb0,DAC,cb17dc8e-2241-4aec-81c3-8eee1554ad89,Responsive,2,2418348.0,4928076.0
