agent_id,algo,dm_uuid,dm_type,episode,goal,cumulative_goal
6fb16936-09b0-491b-8e6a-c3abbfc26f4a,ES,01d3309e-ae9e-4fb1-a2c6-bfde953abde3,Responsive,0,568812.0,568812.0
6fb16936-09b0-491b-8e6a-c3abbfc26f4a,ES,01d3309e-ae9e-4fb1-a2c6-bfde953abde3,Responsive,1,1217616.0,1786428.0
6fb16936-09b0-491b-8e6a-c3abbfc26f4a,ES,01d3309e-ae9e-4fb1-a2c6-bfde953abde3,Responsive,2,1866420.0,3652848.0
6fb16936-09b0-491b-8e6a-c3abbfc26f4a,ES,01d3309e-ae9e-4fb1-a2c6-bfde953abde3,Responsive,3,2515188.0,6168036.0
6fb16936-09b0-491b-8e6a-c3abbfc26f4a,ES,01d3309e-ae9e-4fb1-a2c6-bfde953abde3,Responsive,4,3163968.0,9332004.0
6fb16936-09b0-491b-8e6a-c3abbfc26f4a,ES,01d3309e-ae9e-4fb1-a2c6-bfde953abde3,Responsive,5,3812748.0,13144752.0
6fb16936-09b0-491b-8e6a-c3abbfc26f4a,ES,01d3309e-ae9e-4fb1-a2c6-bfde953abde3,Responsive,6,4461492.0,17606244.0
6fb16936-09b0-491b-8e6a-c3abbfc26f4a,ES,01d3309e-ae9e-4fb1-a2c6-bfde953abde3,Responsive,7,5110284.0,22716528.0
6fb16936-09b0-491b-8e6a-c3abbfc26f4a,ES,01d3309e-ae9e-4fb1-a2c6-bfde953abde3,Responsive,8,5759088.0,28475616.0
6fb16936-09b0-491b-8e6a-c3abbfc26f4a,ES,01d3309e-ae9e-4fb1-a2c6-bfde953abde3,Responsive,9,6407868.0,34883484.0
6fb16936-09b0-491b-8e6a-c3abbfc26f4a,ES,01d3309e-ae9e-4fb1-a2c6-bfde953abde3,Responsive,10,7056648.0,41940132.0
6fb16936-09b0-491b-8e6a-c3abbfc26f4a,ES,01d3309e-ae9e-4fb1-a2c6-bfde953abde3,Responsive,11,7705464.0,49645596.0
6fb16936-09b0-491b-8e6a-c3abbfc26f4a,ES,01d3309e-ae9e-4fb1-a2c6-bfde953abde3,Responsive,12,8354244.0,57999840.0
6fb16936-09b0-491b-8e6a-c3abbfc26f4a,ES,01d3309e-ae9e-4fb1-a2c6-bfde953abde3,Responsive,13,9003060.0,67002900.0
6fb16936-09b0-491b-8e6a-c3abbfc26f4a,ES,01d3309e-ae9e-4fb1-a2c6-bfde953abde3,Responsive,14,9651876.0,76654776.0
6fb16936-09b0-491b-8e6a-c3abbfc26f4a,ES,01d3309e-ae9e-4fb1-a2c6-bfde953abde3,Responsive,15,10300692.0,86955468.0
6fb16936-09b0-491b-8e6a-c3abbfc26f4a,ES,01d3309e-ae9e-4fb1-a2c6-bfde953abde3,Responsive,16,10949568.0,97905036.0
6fb16936-09b0-491b-8e6a-c3abbfc26f4a,ES,01d3309e-ae9e-4fb1-a2c6-bfde953abde3,Responsive,17,11598432.0,109503468.0
6fb16936-09b0-491b-8e6a-c3abbfc26f4a,ES,01d3309e-ae9e-4fb1-a2c6-bfde953abde3,Responsive,18,12247212.0,121750680.0
