agent_id,algo,dm_uuid,dm_type,episode,goal,cumulative_goal
009f4517-a774-4381-a2cb-b93879c94669,DAC,1f9598ba-1a0b-4df2-b5bb-761c40ac22e3,Preventive,0,-1157760.0,-1157760.0
009f4517-a774-4381-a2cb-b93879c94669,DAC,1f9598ba-1a0b-4df2-b5bb-761c40ac22e3,Preventive,1,-2934738.0,-4092498.0
009f4517-a774-4381-a2cb-b93879c94669,DAC,1f9598ba-1a0b-4df2-b5bb-761c40ac22e3,Preventive,2,-4711716.0,-8804214.0
009f4517-a774-4381-a2cb-b93879c94669,DAC,1f9598ba-1a0b-4df2-b5bb-761c40ac22e3,Preventive,3,-6488664.0,-15292878.0
009f4517-a774-4381-a2cb-b93879c94669,DAC,1f9598ba-1a0b-4df2-b5bb-761c40ac22e3,Preventive,4,-8265432.0,-23558310.0
009f4517-a774-4381-a2cb-b93879c94669,DAC,1f9598ba-1a0b-4df2-b5bb-761c40ac22e3,Preventive,5,-10042200.0,-33600510.0
009f4517-a774-4381-a2cb-b93879c94669,DAC,1f9598ba-1a0b-4df2-b5bb-761c40ac22e3,Preventive,6,-11818968.0,-45419478.0
009f4517-a774-4381-a2cb-b93879c94669,DAC,1f9598ba-1a0b-4df2-b5bb-761c40ac22e3,Preventive,7,-13595736.0,-59015214.0
009f4517-a774-4381-a2cb-b93879c94669,DAC,1f9598ba-1a0b-4df2-b5bb-761c40ac22e3,Preventive,8,-15372504.0,-74387718.0
009f4517-a774-4381-a2cb-b93879c94669,DAC,1f9598ba-1a0b-4df2-b5bb-761c40ac22e3,Preventive,9,-17149272.0,-91536990.0
009f4517-a774-4381-a2cb-b93879c94669,DAC,3054164a-dc57-4c02-a4aa-90396b20e83a,Detective,0,-1157760.0,-1157760.0
009f4517-a774-4381-a2cb-b93879c94669,DAC,3054164a-dc57-4c02-a4aa-90396b20e83a,Detective,1,-2934738.0,-4092498.0
009f4517-a774-4381-a2cb-b93879c94669,DAC,3054164a-dc57-4c02-a4aa-90396b20e83a,Detective,2,-4711716.0,-8804214.0
009f4517-a774-4381-a2cb-b93879c94669,DAC,3054164a-dc57-4c02-a4aa-90396b20e83a,Detective,3,-6488484.0,-15292698.0
009f4517-a774-4381-a2cb-b93879c94669,DAC,3054164a-dc57-4c02-a4aa-90396b20e83a,Detective,4,-8265252.0,-23557950.0
009f4517-a774-4381-a2cb-b93879c94669,DAC,3054164a-dc57-4c02-a4aa-90396b20e83a,Detective,5,-10042020.0,-33599970.0
009f4517-a774-4381-a2cb-b93879c94669,DAC,3054164a-dc57-4c02-a4aa-90396b20e83a,Detective,6,-11818788.0,-45418758.0
009f4517-a774-4381-a2cb-b93879c94669,DAC,3054164a-dc57-4c02-a4aa-90396b20e83a,Detective,7,-13595556.0,-59014314.0
009f4517-a774-4381-a2cb-b93879c94669,DAC,3054164a-dc57-4c02-a4aa-90396b20e83a,Detective,8,-15372324.0,-74386638.0
009f4517-a774-4381-a2cb-b93879c94669,DAC,3054164a-dc57-4c02-a4aa-90396b20e83a,Detective,9,-17149092.0,-91535730.0
009f4517-a774-4381-a2cb-b93879c94669,DAC,c4bb96b7-b5b5-46b2-9589-942bd3b8de9c,Responsive,0,-1157464.0,-1157464.0
009f4517-a774-4381-a2cb-b93879c94669,DAC,c4bb96b7-b5b5-46b2-9589-942bd3b8de9c,Responsive,1,-2934028.0,-4091492.0
009f4517-a774-4381-a2cb-b93879c94669,DAC,c4bb96b7-b5b5-46b2-9589-942bd3b8de9c,Responsive,2,-4710592.0,-8802084.0
009f4517-a774-4381-a2cb-b93879c94669,DAC,c4bb96b7-b5b5-46b2-9589-942bd3b8de9c,Responsive,3,-6487156.0,-15289240.0
009f4517-a774-4381-a2cb-b93879c94669,DAC,c4bb96b7-b5b5-46b2-9589-942bd3b8de9c,Responsive,4,-8263696.0,-23552936.0
009f4517-a774-4381-a2cb-b93879c94669,DAC,c4bb96b7-b5b5-46b2-9589-942bd3b8de9c,Responsive,5,-10040248.0,-33593184.0
009f4517-a774-4381-a2cb-b93879c94669,DAC,c4bb96b7-b5b5-46b2-9589-942bd3b8de9c,Responsive,6,-11816812.0,-45409996.0
009f4517-a774-4381-a2cb-b93879c94669,DAC,c4bb96b7-b5b5-46b2-9589-942bd3b8de9c,Responsive,7,-13593376.0,-59003372.0
