agent_id,algo,dm_uuid,dm_type,indicator,decision
3bf9b855-7d07-400a-9432-0ddef6b0c777,QL,4e9a1084-54c6-4b9a-a9ce-eab5ac6d3e1f,Responsive,indicator--5c0f643b-ecf2-42a7-b438-8adcb88913cc,0
3bf9b855-7d07-400a-9432-0ddef6b0c777,QL,4e9a1084-54c6-4b9a-a9ce-eab5ac6d3e1f,Responsive,indicator--cf342d0e-dece-4bbf-91ed-0b508ccc7d64,1
3bf9b855-7d07-400a-9432-0ddef6b0c777,QL,4e9a1084-54c6-4b9a-a9ce-eab5ac6d3e1f,Responsive,indicator--3fda5dd2-a821-4189-9087-f912d6cb7ce3,0
3bf9b855-7d07-400a-9432-0ddef6b0c777,QL,4e9a1084-54c6-4b9a-a9ce-eab5ac6d3e1f,Responsive,indicator--6d0cb5a2-d708-4a0b-b651-58c3b78afdd2,0
3bf9b855-7d07-400a-9432-0ddef6b0c777,QL,4e9a1084-54c6-4b9a-a9ce-eab5ac6d3e1f,Responsive,indicator--e32b021a-75b7-44a4-954c-aaddd0749252,0
3bf9b855-7d07-400a-9432-0ddef6b0c777,QL,4e9a1084-54c6-4b9a-a9ce-eab5ac6d3e1f,Responsive,indicator--bd7ce02b-0ee3-42b9-8299-355485f1fc94,0
3bf9b855-7d07-400a-9432-0ddef6b0c777,QL,4e9a1084-54c6-4b9a-a9ce-eab5ac6d3e1f,Responsive,indicator--1c34cae1-51d7-4b4c-b26b-e6736c6fe5cf,0
3bf9b855-7d07-400a-9432-0ddef6b0c777,QL,4e9a1084-54c6-4b9a-a9ce-eab5ac6d3e1f,Responsive,indicator--2b704bc3-579e-40a9-93fc-740fbfedc2fd,0
3bf9b855-7d07-400a-9432-0ddef6b0c777,QL,4e9a1084-54c6-4b9a-a9ce-eab5ac6d3e1f,Responsive,indicator--00f33655-aa88-4ce7-b806-e16ac6101182,1
3bf9b855-7d07-400a-9432-0ddef6b0c777,QL,4e9a1084-54c6-4b9a-a9ce-eab5ac6d3e1f,Responsive,indicator--6a94882a-6e04-4a5c-b024-f9f4288bf3ea,1
3bf9b855-7d07-400a-9432-0ddef6b0c777,QL,4e9a1084-54c6-4b9a-a9ce-eab5ac6d3e1f,Responsive,indicator--a3a48638-ceb9-4a28-828c-94bc62de9c2c,0
3bf9b855-7d07-400a-9432-0ddef6b0c777,QL,4e9a1084-54c6-4b9a-a9ce-eab5ac6d3e1f,Responsive,indicator--1f15de03-ee64-4b18-af41-fc40081cb165,1
3bf9b855-7d07-400a-9432-0ddef6b0c777,QL,4e9a1084-54c6-4b9a-a9ce-eab5ac6d3e1f,Responsive,indicator--03857333-509f-4443-beb2-fda1971d8931,1
